11.uz,83.69.139.168,True
10.uz,91.212.89.107,True
31.uz,217.29.118.179,True
12.uz,62.209.128.113,True
22.uz,95.211.189.222,False
03.uz,81.177.141.33,False
13.uz,94.158.48.2,True
33.uz,95.211.189.222,False
44.uz,95.211.189.222,False
23.uz,185.8.212.113,True
55.uz,83.69.139.168,True
24.uz,198.199.98.167,False
66.uz,95.211.189.222,False
37.uz,83.69.139.161,True
77.uz,193.232.159.144,False
18.uz,193.0.170.31,False
68.uz,178.159.250.7,False
88.uz,216.218.207.148,False
100.uz,89.108.116.235,False
99.uz,95.211.189.222,False
800.uz,59.188.5.8,False
220.uz,91.212.89.7,True
140.uz,108.175.12.82,False
750.uz,46.8.35.129,True
880.uz,217.29.118.223,True
380.uz,46.8.35.129,True
111.uz,91.212.89.70,True
123.uz,91.212.89.70,True
103.uz,195.158.27.26,True
555.uz,91.212.89.70,True
366.uz,62.209.133.18,True
777.uz,91.212.89.70,True
888.uz,97.74.61.156,False
999.uz,91.212.89.70,True
1000.uz,91.236.136.114,False
0961.uz,80.80.208.67,True
2012.uz,66.147.240.191,False
1966.uz,62.209.132.75,True
1919.uz,50.16.219.219,False
